,实验屈服值,实验抗拉值,实验伸长率,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,299,456,35.5,0.2596795410024671,-0.3518839509470664,0.21949731054969895,1.1018588912803393,-0.9075201324496397,-1.008525096630612,0.497703125197246,1.110495874932574,-0.00706652461367446,-0.16050305957490577,0.13583974381875444,-0.2757852478176347,-0.10189320014020004,-0.39975780087540363,0.7863337693648434,0.01912770093240393,0.5606089897148622,-0.34946746254100847,0.3421804959352017,-0.7019686505810431,-0.25498349263541437,-0.04029769056523213,1.511404991365095,-1.5056391176315702,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
1,301,444,40.0,-0.05713991878228567,-0.12506872031184327,0.21949731054969895,-0.4717842514174018,0.8101819237395533,-0.6343938767472566,-1.123891401291221,-0.19602281580632475,-1.0967246200425127,-1.4116662462517044,0.7062778837112359,0.803850608540527,-0.6095484977692417,-0.39975780087540363,-0.26712120227771863,0.01912770093240393,-0.5186158069646861,0.8109714655628624,-1.2364053671375912,1.89795687190727,0.40003410169011233,-0.04029769056523213,1.511404991365095,-1.5056391176315702,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
2,314,453,34.0,-0.10239984160867893,0.08713874090039773,0.21949731054969895,0.5771362695071678,0.041736267023335806,-1.271802621733714,0.034390403343398344,0.49696176002478043,-2.7312117631857715,2.654614110447891,0.24992737179725086,-0.7384863291139905,-0.10189320014020004,-0.39975780087540363,0.7863337693648434,0.01912770093240393,-0.5186158069646861,1.3911909296147984,0.3421804959352017,0.16467319024839483,-0.7871852880249048,-0.04029769056523213,1.511404991365095,-1.5056391176315702,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
3,270,439,36.0,-0.7360387611781845,-0.07038828612041001,0.21949731054969895,2.151828857448456,-1.5403577320982897,-1.451939875751626,0.45909373170942536,2.425842394662952,-0.00706652461367446,-0.4732938562441057,0.7062778837112359,-0.5842526353485386,-0.6095484977692417,-0.39975780087540363,-0.7938486880989997,-1.1375356260388205,-0.5186158069646861,-0.929686926592944,0.3421804959352017,-0.7019686505810431,-0.8690624873155958,-0.04029769056523213,1.511404991365095,-1.5056391176315702,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
4,313,455,38.5,-0.14765976443507217,-0.021432518324469758,0.21949731054969895,-0.4723089740391752,-0.09387179004423221,0.6819937487682535,-0.5833598924617319,-0.5403081464740075,1.0825915708151637,0.15228773709429416,-1.2902556059124495,0.4953832210096243,-0.6095484977692417,-0.39975780087540363,-0.26712120227771863,-1.1375356260388205,-0.5186158069646861,-0.34946746254100847,-1.2364053671375912,1.6812964116999103,0.07252530452734879,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
5,337,459,37.0,0.6217589236136132,0.05496216771193701,0.21949731054969895,-0.4717842514174018,-0.11647313288882688,0.7651340198534435,-0.892235040364297,-0.5403081464740075,1.0825915708151637,0.15228773709429416,-1.2902556059124495,0.4953832210096243,-0.6095484977692417,-0.39975780087540363,-0.26712120227771863,-1.1375356260388205,-0.5186158069646861,-0.34946746254100847,-1.2364053671375912,1.6812964116999103,0.07252530452734879,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
6,334,455,36.5,0.5312390779608266,0.09819326911238424,0.21949731054969895,-0.4723089740391752,-0.16167581857801622,0.7374205961583802,-0.6219692859495525,-0.5491359754654865,1.6274206185295836,0.7778693304326931,-1.2332117919232013,-0.5842526353485386,-0.6095484977692417,-0.39975780087540363,0.25960628354356247,-1.1375356260388205,-1.597840603644234,0.23075200151092715,1.9207663590079946,0.5979941106631133,-0.05029049440868744,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
7,293,439,33.5,-0.5097391470462183,-0.36017484710605635,0.21949731054969895,0.5771362695071678,-0.5232973040915303,-1.313372757276309,0.26604676427032214,0.6911739978373194,1.6274206185295836,0.7778693304326931,-1.2332117919232013,-0.5842526353485386,-0.6095484977692417,-0.39975780087540363,0.25960628354356247,-1.1375356260388205,-1.597840603644234,0.23075200151092715,1.9207663590079946,0.5979941106631133,-0.05029049440868744,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
8,291,431,35.0,-0.4192193013934317,-0.3489229166045701,0.21949731054969895,0.5776609921289413,0.1999456669354985,-1.2856593335812456,0.3432655512459635,0.6911739978373194,1.6274206185295836,0.7778693304326931,-1.2332117919232013,-0.5842526353485386,-0.6095484977692417,-0.39975780087540363,0.25960628354356247,-1.1375356260388205,-1.597840603644234,0.23075200151092715,1.9207663590079946,0.5979941106631133,-0.05029049440868744,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
9,339,453,35.0,0.0786398496968941,-0.2908866434916409,0.21949731054969895,-0.4723089740391752,0.8101819237395533,-0.09398211469352084,0.26604676427032214,-0.36375156664442665,-0.00706652461367446,0.46507853376349323,-0.7768612800092162,-0.5842526353485386,-0.6095484977692417,-0.39975780087540363,-0.26712120227771863,0.01912770093240393,-1.597840603644234,0.23075200151092715,1.9207663590079946,-0.9186291107884023,-0.41873789121679617,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
