,实验屈服值,实验抗拉值,实验伸长率,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,299,456,35.5,0.2596795410024671,-0.3518839509470664,0.21949731054969895,1.1018588912803393,-0.9075201324496397,-1.008525096630612,0.497703125197246,1.110495874932574,-1.1299525291450814,-1.2355800460418702,-0.00706652461367446,-0.16050305957490577,0.13583974381875444,-0.2757852478176347,-0.10189320014020004,-0.39975780087540363,0.7863337693648434,0.01912770093240393,0.5606089897148622,-0.34946746254100847,0.3421804959352017,-0.7019686505810431,-0.25498349263541437,0.15806471762804813,0.1737447171714873,-1.0805446280644007,-0.04029769056523213,1.511404991365095,-1.5056391176315702,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
1,301,444,40.0,-0.05713991878228567,-0.12506872031184327,0.21949731054969895,-0.4717842514174018,0.8101819237395533,-0.6343938767472566,-1.123891401291221,-0.19602281580632475,0.580735493986054,-0.48914329711436055,-1.0967246200425127,-1.4116662462517044,0.7062778837112359,0.803850608540527,-0.6095484977692417,-0.39975780087540363,-0.26712120227771863,0.01912770093240393,-0.5186158069646861,0.8109714655628624,-1.2364053671375912,1.89795687190727,0.40003410169011233,0.0642046701400287,0.5940693365364835,-0.2102885698635641,-0.04029769056523213,1.511404991365095,-1.5056391176315702,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
2,314,453,34.0,-0.10239984160867893,0.08713874090039773,0.21949731054969895,0.5771362695071678,0.041736267023335806,-1.271802621733714,0.034390403343398344,0.49696176002478043,-0.6852643958112582,-0.9853267988145649,-2.7312117631857715,2.654614110447891,0.24992737179725086,-0.7384863291139905,-0.10189320014020004,-0.39975780087540363,0.7863337693648434,0.01912770093240393,-0.5186158069646861,1.3911909296147984,0.3421804959352017,0.16467319024839483,-0.7871852880249048,-1.7817096284110354,-0.04250925366122783,-1.1688314745485435,-0.04029769056523213,1.511404991365095,-1.5056391176315702,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
3,270,439,36.0,-0.7360387611781845,-0.07038828612041001,0.21949731054969895,2.151828857448456,-1.5403577320982897,-1.451939875751626,0.45909373170942536,2.425842394662952,-1.7954721844746122,-1.4829512980995714,-0.00706652461367446,-0.4732938562441057,0.7062778837112359,-0.5842526353485386,-0.6095484977692417,-0.39975780087540363,-0.7938486880989997,-1.1375356260388205,-0.5186158069646861,-0.929686926592944,0.3421804959352017,-0.7019686505810431,-0.8690624873155958,0.7837983519048359,0.716917838429753,-1.4715292339227475,-0.04029769056523213,1.511404991365095,-1.5056391176315702,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
4,313,455,38.5,-0.14765976443507217,-0.021432518324469758,0.21949731054969895,-0.4723089740391752,-0.09387179004423221,0.6819937487682535,-0.5833598924617319,-0.5403081464740075,0.5822480386572573,0.6598121105012144,1.0825915708151637,0.15228773709429416,-1.2902556059124495,0.4953832210096243,-0.6095484977692417,-0.39975780087540363,-0.26712120227771863,-1.1375356260388205,-0.5186158069646861,-0.34946746254100847,-1.2364053671375912,1.6812964116999103,0.07252530452734879,-1.0151858759721946,-1.2902845105668577,0.8113163680243746,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
5,337,459,37.0,0.6217589236136132,0.05496216771193701,0.21949731054969895,-0.4717842514174018,-0.11647313288882688,0.7651340198534435,-0.892235040364297,-0.5403081464740075,0.580735493986054,0.6602924430294814,1.0825915708151637,0.15228773709429416,-1.2902556059124495,0.4953832210096243,-0.6095484977692417,-0.39975780087540363,-0.26712120227771863,-1.1375356260388205,-0.5186158069646861,-0.34946746254100847,-1.2364053671375912,1.6812964116999103,0.07252530452734879,-1.0151858759721946,-1.2902845105668577,0.9878900609926602,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
6,334,455,36.5,0.5312390779608266,0.09819326911238424,0.21949731054969895,-0.4723089740391752,-0.16167581857801622,0.7374205961583802,-0.6219692859495525,-0.5491359754654865,0.5822480386572573,0.709766693441022,1.6274206185295836,0.7778693304326931,-1.2332117919232013,-0.5842526353485386,-0.6095484977692417,-0.39975780087540363,0.25960628354356247,-1.1375356260388205,-1.597840603644234,0.23075200151092715,1.9207663590079946,0.5979941106631133,-0.05029049440868744,-0.21737547232402957,-1.2141387461891409,0.8743784012273337,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
7,293,439,33.5,-0.5097391470462183,-0.36017484710605635,0.21949731054969895,0.5771362695071678,-0.5232973040915303,-1.313372757276309,0.26604676427032214,0.6911739978373194,-0.6852643958112582,-1.1222215693707684,1.6274206185295836,0.7778693304326931,-1.2332117919232013,-0.5842526353485386,-0.6095484977692417,-0.39975780087540363,0.25960628354356247,-1.1375356260388205,-1.597840603644234,0.23075200151092715,1.9207663590079946,0.5979941106631133,-0.05029049440868744,-0.21737547232402957,-1.2141387461891409,-1.28234313431387,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
8,291,431,35.0,-0.4192193013934317,-0.3489229166045701,0.21949731054969895,0.5776609921289413,0.1999456669354985,-1.2856593335812456,0.3432655512459635,0.6911739978373194,-0.6867769404824622,-1.1217412368425008,1.6274206185295836,0.7778693304326931,-1.2332117919232013,-0.5842526353485386,-0.6095484977692417,-0.39975780087540363,0.25960628354356247,-1.1375356260388205,-1.597840603644234,0.23075200151092715,1.9207663590079946,0.5979941106631133,-0.05029049440868744,-0.21737547232402957,-1.2141387461891409,-1.28234313431387,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
9,339,453,35.0,0.0786398496968941,-0.2908866434916409,0.21949731054969895,-0.4723089740391752,0.8101819237395533,-0.09398211469352084,0.26604676427032214,-0.36375156664442665,0.5822480386572573,-0.07221466257827394,-0.00706652461367446,0.46507853376349323,-0.7768612800092162,-0.5842526353485386,-0.6095484977692417,-0.39975780087540363,-0.26712120227771863,0.01912770093240393,-1.597840603644234,0.23075200151092715,1.9207663590079946,-0.9186291107884023,-0.41873789121679617,-0.968255852228185,-0.9115862464561207,-0.17245134994178857,-0.04029769056523213,-0.6616360311849996,0.664169778992618,1.1552467285324861,-0.567614741860048,-0.6256059548451002,-0.22131333406899525
