,材料,试批号,实验屈服值,实验抗拉值,实验伸长率,牌号,钢种,出炉温度,加热时间,板坯厚度,中间坯厚度,粗轧压下率,精轧开轧温度,终轧温度,成品厚度,粗轧压缩比,精轧压缩比,C,Si,Mn,AlT,Nb,V,Ti,Ni,Cu,Cr,Mo,P,S,Ceq,Pcm,温度差
1,0C14L55400,0LL004315300,305,439,41,AB/A,ZF4H6100,1201,12858,264,75,0.26,984,822,15,3.52,5,0.16,0.09,0.52,0.03,0.002,0,0.002,0.02,0.03,0.06,0.01,0.014,0.0052,0.264,0.716666667,162
2,0C14L55800,0LL004315400,302,433,37.5,AB/A,ZF4H6100,1201,12858,264,75,0.26,984,822,15,3.52,5,0.16,0.09,0.52,0.03,0.002,0,0.002,0.02,0.03,0.06,0.01,0.014,0.0052,0.264,0.716666667,162
3,0C18N35A00,0LL004733600,341,450,24,AB/A,ZF4H6100,1191,14695,264,75,0.227,1041,825,12,3.52,6.25,0.17,0.11,0.54,0.02,0,0,0.001,0.02,0.03,0.05,0.01,0.01,0.0066,0.275333333,0.746833333,216
4,0C18N35500,0LL004734900,315,453,35,AB/A,ZF4H6100,1191,14695,264,75,0.227,1041,825,12,3.52,6.25,0.17,0.11,0.54,0.02,0,0,0.001,0.02,0.03,0.05,0.01,0.01,0.0066,0.275333333,0.746833333,216
5,0C26L33200,0LL006724000,316,445,35.5,AB/A,ZF4H7100,1195,12854,264,75,0.259,994,845,16.5,3.52,4.545,0.14,0.11,0.62,0.026,0,0,0.002,0.02,0.04,0.05,0,0.021,0.0069,0.257333333,0.806166667,149
6,0C22M81300,0LL006905500,363,467,36.5,AB/A,ZF4H6100,1255,12820,150,69.99,0.158,1136,870,7,2.143,9.999,0.17,0.1,0.52,0.028,0.001,0,0.002,0.02,0.05,0.03,0,0.012,0.003,0.267333333,0.744833333,266
7,1103M93300,0LL007004300,343,455,43.5,AB/A,ZF4H6100,1260,13336,120,69.91,0.067,1113,853,6.2,1.716,11.276,0.16,0.11,0.52,0.028,0.001,0,0.001,0.02,0.03,0.04,0.01,0.017,0.004,0.26,0.716333333,260
8,0C31P20600,0LL007758400,319,456,35,AB/A,ZF4H6100,1192,12625,264,69.99,0.271,985,831,18.2,3.772,3.846,0.18,0.14,0.54,0.026,0.001,0,0.003,0.02,0.02,0.03,0.02,0.014,0.005,0.282666667,0.7475,154
9,0C31P20600,1LL000000200,348,465,31.5,AB/A,ZF4H6100,1192,12625,264,69.99,0.271,985,831,18.2,3.772,3.846,0.18,0.14,0.54,0.026,0.001,0,0.003,0.02,0.02,0.03,0.02,0.014,0.005,0.282666667,0.7475,154
10,1102N31800,1LL000312700,391,494,37,AB/A,ZF4H6100,1237,18173,264,74.99,0.261,1097,822,10.2,3.52,7.352,0.17,0.21,0.59,0.03,0,0,0.002,0.02,0.03,0.03,0.01,0.009,0.0052,0.279666667,0.799166667,275
11,1102N44200,1LL000316700,378,465,34,AB/A,ZF4H6100,1212,17928,264,70,0.281,1041,822,11.7,3.771,5.983,0.15,0.13,0.54,0.027,0,0,0.002,0.02,0.03,0.03,0.01,0.013,0.0052,0.251333333,0.7265,219
12,1102N56300,1LL000317400,361,469,35,AB/A,ZF4H6100,1223,17634,264,70,0.27,1043,818,12.2,3.771,5.738,0.17,0.16,0.56,0.026,0,0,0.003,0.01,0.02,0.02,0,0.012,0.0029,0.269333333,0.756333333,225
13,1108L20200,1LL000318700,384,473,37.5,AB/A,ZF4H6100,1192,15116,264,70,0.289,991,820,14,3.771,5,0.16,0.14,0.54,0.023,0.001,0,0.004,0.02,0.03,0.04,0.01,0.017,0.0036,0.263333333,0.737333333,171
14,1106P73400,1LL000319300,368,470,31,AB/A,ZF4H6100,1185,13088,264,70,0.242,1032,839,16.2,3.771,4.321,0.16,0.15,0.53,0.026,0.001,0,0.002,0.02,0.03,0.05,0,0.013,0.0063,0.261666667,0.7275,193
15,1106P66200,1LL000319800,354,459,32,AB/A,ZF4H6100,1178,13397,264,69.99,0.241,1009,843,17.2,3.772,4.069,0.17,0.19,0.52,0.026,0.001,0,0.002,0.01,0.03,0.03,0,0.012,0.0042,0.265333333,0.727833333,166
16,1102P47300,1LL000489300,392,473,30,AB/A,ZF4H6100,1194,12281,264,70,0.251,992,811,19.2,3.771,3.646,0.16,0.1,0.53,0.04,0,0,0.001,0.02,0.03,0.06,0.02,0.009,0.0072,0.267666667,0.727666667,181
17,1102P55200,1LL000489400,374,464,28,AB/A,ZF4H6100,1202,13563,264,75,0.197,949,820,20.2,3.52,3.713,0.16,0.1,0.53,0.04,0,0,0.001,0.02,0.03,0.06,0.02,0.009,0.0072,0.267666667,0.727666667,129
18,1102N19120,1LL000606300,316,445,38,AB/A,ZF4H7100,1187,14550,264,69.99,0.239,998,851,17.2,3.772,4.069,0.15,0.11,0.62,0.034,0,0,0.002,0.01,0.03,0.04,0,0.023,0.0087,0.264,0.805666667,147
19,1104M31300,1LL000748000,344,456,45,AB/A,ZF4H6100,1245,22529,120,70,0.165,1119,860,7.2,1.714,9.722,0.17,0.12,0.59,0.02,0.001,0.001,0.002,0.01,0.01,0.02,0.01,0.025,0.0018,0.275866667,0.775766667,259
20,1104M31300,1LL000748100,333,449,44,AB/A,ZF4H6100,1245,22529,120,70,0.165,1119,860,7.2,1.714,9.722,0.17,0.12,0.59,0.02,0.001,0.001,0.002,0.01,0.01,0.02,0.01,0.025,0.0018,0.275866667,0.775766667,259
21,1104M20400,1LL000748200,361,472,41,AB/A,ZF4H6100,1248,16554,120,69.99,0.137,1121,833,6.2,1.715,11.289,0.17,0.12,0.59,0.02,0.001,0.001,0.002,0.01,0.01,0.02,0.01,0.025,0.0018,0.275866667,0.775766667,288
22,0B12M56320,1LL000823200,354,468,37.5,AB/A,ZF4H6100,1253,18420,120,69.99,0.149,1122,858,6,1.715,11.665,0.16,0.1,0.51,0.035,0.001,0,0.002,0.01,0.03,0.04,0.01,0.019,0.003,0.257666667,0.706,264
23,1106R66500,1LL000941700,375,481,32.5,AB/A,ZF4H6100,1225,14364,222,95,0.221,1064,827,9.2,2.337,10.326,0.17,0.11,0.53,0.033,0.001,0.002,0.004,0.02,0.03,0.05,0.01,0.017,0.0042,0.274066667,0.737033333,237
24,1106R66500,1LL000941900,360,476,30,AB/A,ZF4H6100,1225,14364,222,95,0.221,1064,827,9.2,2.337,10.326,0.17,0.11,0.53,0.033,0.001,0.002,0.004,0.02,0.03,0.05,0.01,0.017,0.0042,0.274066667,0.737033333,237
25,1105L57400,1LL000959400,359,477,35.5,AB/A,EF4R5200,1179,12794,264,75,0.27,1014,859,20.2,3.52,3.713,0.17,0.23,1.14,0.026,0.005,0.002,0.004,0.02,0.04,0.04,0.01,0.013,0.0024,0.3744,1.360533333,155
26,1106R93400,1LL001153300,333,455,37.5,AB/A,ZF4H6100,1200,13244,222,70,0.29,992,850,17,3.171,4.118,0.16,0.11,0.53,0.029,0,0,0.001,0.02,0.03,0.04,0.01,0.012,0.0035,0.261666667,0.726333333,142
27,1106S17800,1LL001159000,378,457,36,AB/A,ZF4H6100,1229,15587,222,75,0.281,1071,819,9,2.96,8.333,0.17,0.13,0.52,0.026,0.001,0,0.002,0.02,0.04,0.04,0.01,0.014,0.0029,0.270666667,0.737,252
28,1108L61300,1LL001529000,367,476,34.5,AB/A,ZF4H6100,1208,15409,264,70,0.238,908,796,17,3.771,4.118,0.16,0.12,0.52,0.036,0.001,0,0.002,0.02,0.03,0.05,0.01,0.018,0.0067,0.262,0.717166667,112
29,1107P59200,1LL001741600,356,481,32,AB/A,ZF4H6100,1194,12766,222,69.99,0.248,944,864,22,3.172,3.181,0.16,0.2,1.11,0.032,0.002,0.001,0.002,0.01,0.03,0.04,0.01,0.013,0.0074,0.357866667,1.309433333,80
30,1114N43300,1LL003074700,348,480,32.5,AB/A,ZF4H6100,1200,16320,260,95,0.249,898,868,30,2.737,3.167,0.16,0.2,0.91,0.031,0.002,0.001,0.015,0.02,0.03,0.06,0.01,0.016,0.0035,0.3292,1.110433333,30
31,1114N43300,1LL003074800,354,465,34,AB/A,ZF4H6100,1200,16320,260,95,0.249,898,868,30,2.737,3.167,0.16,0.2,0.91,0.031,0.002,0.001,0.015,0.02,0.03,0.06,0.01,0.016,0.0035,0.3292,1.110433333,30
32,1114N42300,1LL003074900,320,455,33,AB/A,ZF4H6100,1179,14173,260,75,0.266,968,837,24,3.467,3.125,0.16,0.2,0.91,0.031,0.002,0.001,0.015,0.02,0.03,0.06,0.01,0.016,0.0035,0.3292,1.110433333,131
33,1116M54600,1LL003930300,372,472,29.5,AB/A,EF4R5100,1182,13646,264,70,0.254,972,855,23,3.771,3.043,0.16,0.19,0.92,0.032,0.012,0.001,0.015,0.02,0.05,0.03,0.01,0.011,0.0055,0.3262,1.1386,117
34,1116K67500,1LL004258900,353,468,38,AB/A,ZF4H6100,1210,14766,264,70,0.303,1043,824,11,3.771,6.364,0.17,0.12,0.51,0.037,0,0,0.002,0.01,0.07,0.06,0.01,0.02,0.0117,0.274333333,0.757666667,219
35,1116K78600,1LL004260700,379,470,30.5,AB/A,ZF4H6100,1179,13772,264,69.99,0.235,917,798,20,3.772,3.5,0.19,0.12,0.52,0.032,0,0.002,0.001,0.02,0.03,0.04,0.01,0.016,0.0084,0.2904,0.746866667,119
36,1116K78600,1LL004261000,370,474,33.5,AB/A,ZF4H6100,1179,13772,264,69.99,0.235,917,798,20,3.772,3.5,0.19,0.12,0.52,0.032,0,0.002,0.001,0.02,0.03,0.04,0.01,0.016,0.0084,0.2904,0.746866667,119
37,1118K38400,1LL004367300,328,459,39.5,AB/A,ZF4H6100,1165,11641,264,70,0.257,978,836,14.5,3.771,4.828,0.17,0.12,0.54,0.028,0,0,0.002,0.02,0.04,0.04,0.01,0.018,0.0032,0.274,0.756666667,142
38,1119L70600,1LL004812000,347,454,34,AB/A,ZF4H6100,1171,13330,264,70,0.236,940,826,20.2,3.771,3.465,0.15,0.11,0.52,0.031,0.001,0,0.002,0.02,0.03,0.03,0.01,0.018,0.0062,0.248,0.705833333,114
39,1118P19400,1LL004841100,342,464,38,AB/A,ZF4H6100,1201,15495,264,69.99,0.269,943,826,16,3.772,4.374,0.12,0.18,0.82,0.034,0.001,0.001,0.002,0.02,0.04,0.04,0.01,0.02,0.0034,0.270866667,0.988766667,117
40,1117L55210,1LL005280900,301,435,36.5,AB/A,EF4G6100,1189,12976,264,80,0.263,945,857,28,3.3,2.857,0.12,0.18,0.82,0.034,0.001,0.001,0.002,0.02,0.04,0.04,0.01,0.02,0.0034,0.270866667,0.988766667,88
41,1117L21500,1LL005357800,326,459,36.5,AB/A,ED4A7100,1197,12809,264,69.99,0.221,1041,846,12.4,3.772,5.644,0.15,0.24,0.61,0.024,0.001,0.001,0.002,0.02,0.03,0.04,0.01,0.018,0.0029,0.2652,0.800766667,195
42,1121M87200,1LL005600000,399,490,38.5,AB/A,ZF4H6100,1201,13708,264,70,0.256,1022,832,13.2,3.771,5.303,0.15,0.27,0.61,0.03,0.002,0,0.003,0.02,0.04,0.06,0.05,0.019,0.0034,0.277666667,0.815333333,190
43,1121P31300,1LL005781400,378,507,33,AB/A,ZF4H6100,1170,13350,264,90,0.232,977,862,20.2,2.933,4.455,0.16,0.24,1.12,0.031,0.007,0.002,0.006,0.03,0.04,0.04,0.01,0.022,0.0031,0.361733333,1.330866667,115
44,1124K55A00,1LL006244400,326,446,40,AB/A,ZF4H7100,1215,13175,222,69.99,0.254,1000,860,12.2,3.172,5.737,0.15,0.16,0.63,0.035,0,0.001,0.003,0.02,0.03,0.06,0.01,0.016,0.0062,0.272533333,0.8191,140
45,1124K62400,1LL006246000,322,440,37,AB/A,ZF4H6100,1215,13417,222,69.99,0.27,937,831,14.2,3.172,4.929,0.15,0.12,0.54,0.025,0,0,0.002,0.02,0.05,0.03,0.01,0.013,0.0093,0.252666667,0.746166667,106
46,1124K62400,1LL006246100,343,450,32.5,AB/A,ZF4H6100,1215,13417,222,69.99,0.27,937,831,14.2,3.172,4.929,0.15,0.12,0.54,0.025,0,0,0.002,0.02,0.05,0.03,0.01,0.013,0.0093,0.252666667,0.746166667,106
47,1125P70600,1LL006284100,414,502,30,AB/A,EF4R5200,1179,12945,264,80,0.173,939,791,22.2,3.3,3.604,0.16,0.14,1.1,0.022,0.002,0.002,0.002,0.02,0.04,0.03,0.01,0.017,0.0062,0.355733333,1.307033333,148
48,1125P71600,1LL006336700,363,472,27.5,AB/A,ZF4H6100,1190,12653,264,70,0.294,961,829,20.2,3.771,3.465,0.17,0.14,0.57,0.038,0,0,0.002,0.02,0.03,0.04,0.01,0.01,0.0054,0.278333333,0.777333333,132
49,1125P71600,1LL006336800,388,485,31.5,AB/A,ZF4H6100,1190,12653,264,70,0.294,961,829,20.2,3.771,3.465,0.17,0.14,0.57,0.038,0,0,0.002,0.02,0.03,0.04,0.01,0.01,0.0054,0.278333333,0.777333333,132
50,1125P76200,1LL006336900,405,472,29.5,AB/A,ZF4H6100,1182,12479,264,70,0.299,992,827,19.7,3.771,3.553,0.17,0.14,0.57,0.038,0,0,0.002,0.02,0.03,0.04,0.01,0.01,0.0054,0.278333333,0.777333333,165
51,1125P71600,1LL006337100,368,475,33.5,AB/A,ZF4H6100,1190,12653,264,70,0.294,961,829,20.2,3.771,3.465,0.17,0.14,0.57,0.038,0,0,0.002,0.02,0.03,0.04,0.01,0.01,0.0054,0.278333333,0.777333333,132
52,1125P84300,1LL006337400,395,473,32.5,AB/A,ZF4H6100,1183,12490,264,70,0.273,984,834,18.7,3.771,3.743,0.16,0.12,0.53,0.029,0.001,0,0.002,0.01,0.03,0.04,0.01,0.019,0.0083,0.261,0.726666667,150
53,1125P90300,1LL006337500,369,470,31,AB/A,ZF4H6100,1164,12864,264,70,0.262,940,809,18.2,3.771,3.846,0.16,0.12,0.53,0.029,0.001,0,0.002,0.01,0.03,0.04,0.01,0.019,0.0083,0.261,0.726666667,131
54,1125Q01600,1LL006337600,323,442,34,AB/A,ZF4H6100,1188,13156,264,70,0.229,955,825,17.7,3.771,3.955,0.16,0.12,0.53,0.029,0.001,0,0.002,0.01,0.03,0.04,0.01,0.019,0.0083,0.261,0.726666667,130
55,1125Q06200,1LL006337800,361,461,31,AB/A,ZF4H6100,1172,13151,264,70,0.249,944,808,17.2,3.771,4.07,0.16,0.13,0.53,0.032,0.001,0,0.002,0.01,0.04,0.02,0.01,0.013,0.0089,0.257666667,0.736,136
56,1125Q14200,1LL006337900,353,456,31.5,AB/A,ZF4H6100,1188,13139,264,70,0.252,954,826,17.2,3.771,4.07,0.16,0.13,0.53,0.032,0.001,0,0.002,0.01,0.04,0.02,0.01,0.013,0.0089,0.257666667,0.736,128
57,1125Q17200,1LL006338000,363,460,26.5,AB/A,ZF4H6100,1166,13072,264,70,0.248,946,819,17.2,3.771,4.07,0.16,0.13,0.53,0.032,0.001,0,0.002,0.01,0.04,0.02,0.01,0.013,0.0089,0.257666667,0.736,127
58,1125Q28200,1LL006338100,387,470,32,AB/A,ZF4H6100,1165,13024,264,70,0.258,938,804,17.2,3.771,4.07,0.16,0.11,0.52,0.032,0.001,0,0.002,0.02,0.04,0.04,0.01,0.015,0.0035,0.260666667,0.726333333,134
59,1125Q30200,1LL006338200,397,475,31,AB/A,ZF4H6100,1182,12782,264,70,0.26,946,815,16.7,3.771,4.192,0.16,0.11,0.52,0.032,0.001,0,0.002,0.02,0.04,0.04,0.01,0.015,0.0035,0.260666667,0.726333333,131
60,1125Q37300,1LL006338300,385,473,28,AB/A,ZF4H6100,1164,12711,264,70,0.252,938,806,16.7,3.771,4.192,0.16,0.11,0.52,0.032,0.001,0,0.002,0.02,0.04,0.04,0.01,0.015,0.0035,0.260666667,0.726333333,132
61,1125Q42300,1LL006338400,392,478,32,AB/A,ZF4H6100,1176,12753,264,70,0.252,945,803,16.7,3.771,4.192,0.16,0.11,0.52,0.032,0.001,0,0.002,0.02,0.04,0.04,0.01,0.015,0.0035,0.260666667,0.726333333,142
62,1126K15200,1LL006338500,400,493,27.5,AB/A,ZF4H6100,1187,11873,264,69.99,0.283,978,818,16.7,3.772,4.191,0.17,0.13,0.53,0.035,0.002,0,0.002,0.02,0.04,0.05,0.01,0.024,0.0037,0.274333333,0.7475,160
63,1126K22400,1LL006338600,372,478,29.5,AB/A,ZF4H6100,1187,12021,264,70,0.241,962,819,16.2,3.771,4.321,0.17,0.13,0.53,0.035,0.002,0,0.002,0.02,0.04,0.05,0.01,0.024,0.0037,0.274333333,0.7475,143
64,1126K27300,1LL006338700,391,480,29.5,AB/A,ZF4H6100,1180,11751,264,69.99,0.291,970,831,16.2,3.772,4.32,0.17,0.13,0.53,0.035,0.002,0,0.002,0.02,0.04,0.05,0.01,0.024,0.0037,0.274333333,0.7475,139
65,1131N54400,1LL006339100,364,465,32.5,AB/A,ZF4H6100,1207,12889,264,70,0.263,1003,832,16,3.771,4.375,0.16,0.12,0.53,0.037,0,0,0.002,0.02,0.03,0.02,0.01,0.011,0.0075,0.257666667,0.725666667,171
66,1131P07200,1LL006339200,310,443,36.5,AB/A,ZF4H6100,1204,12814,264,69.99,0.288,1014,840,16,3.772,4.374,0.16,0.12,0.53,0.037,0,0,0.002,0.02,0.03,0.02,0.01,0.011,0.0075,0.257666667,0.725666667,174
67,1126K28200,1LL006339700,384,477,32,AB/A,ZF4H6100,1189,11810,264,70,0.248,987,825,15.7,3.771,4.459,0.15,0.11,0.53,0.032,0.002,0,0.002,0.02,0.04,0.04,0.01,0.014,0.0031,0.252333333,0.726333333,162
68,1126K35200,1LL006339800,248,450,30,AB/A,ZF4H6100,1183,11818,264,70,0.278,995,838,15.1,3.771,4.636,0.15,0.11,0.53,0.032,0.002,0,0.002,0.02,0.04,0.04,0.01,0.014,0.0031,0.252333333,0.726333333,157
69,1126K41200,1LL006339900,387,463,30.5,AB/A,ZF4H6100,1192,11823,264,70,0.282,995,825,15.1,3.771,4.636,0.15,0.11,0.53,0.032,0.002,0,0.002,0.02,0.04,0.04,0.01,0.014,0.0031,0.252333333,0.726333333,170
70,1131M29400,1LL006340000,377,465,32,AB/A,ZF4H6100,1193,15510,264,70,0.244,1023,828,15.1,3.771,4.636,0.15,0.11,0.51,0.028,0,0,0.002,0.01,0.02,0.04,0.01,0.019,0.0044,0.247,0.686333333,195
71,1131M35600,1LL006340100,350,451,28.5,AB/A,ZF4H6100,1182,15232,264,69.99,0.212,979,831,14.2,3.772,4.929,0.15,0.11,0.51,0.028,0,0,0.002,0.01,0.02,0.04,0.01,0.019,0.0044,0.247,0.686333333,148
72,1131M39400,1LL006340200,359,457,35.5,AB/A,ZF4H6100,1180,15599,264,70,0.249,1012,815,14.2,3.771,4.93,0.15,0.11,0.51,0.028,0,0,0.002,0.01,0.02,0.04,0.01,0.019,0.0044,0.247,0.686333333,197
73,1131M72200,1LL006340300,353,453,33,AB/A,ZF4H6100,1175,15383,264,69.99,0.267,980,819,14.2,3.772,4.929,0.16,0.11,0.52,0.022,0.002,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0043,0.26,0.716333333,161
74,1131M73200,1LL006340400,353,448,37,AB/A,ZF4H6100,1175,15248,264,70,0.253,979,799,14.2,3.771,4.93,0.16,0.11,0.52,0.022,0.002,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0043,0.26,0.716333333,180
75,1131M81300,1LL006340500,348,439,41,AB/A,ZF4H6100,1181,13301,264,70,0.247,961,804,14.2,3.771,4.93,0.16,0.11,0.52,0.022,0.002,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0043,0.26,0.716333333,157
76,1131M87300,1LL006340600,348,455,36,AB/A,ZF4H6100,1209,11129,264,70,0.253,1017,830,13,3.771,5.385,0.15,0.11,0.51,0.026,0,0,0.002,0.02,0.03,0.03,0,0.021,0.0052,0.244333333,0.695166667,187
77,1131M91300,1LL006340700,332,444,35,AB/A,ZF4H6100,1213,11052,264,70,0.231,1042,843,13,3.771,5.385,0.15,0.11,0.51,0.026,0,0,0.002,0.02,0.03,0.03,0,0.021,0.0052,0.244333333,0.695166667,199
78,1131N13300,1LL006340800,347,448,37.5,AB/A,ZF4H6100,1184,11641,264,75,0.259,992,831,13,3.52,5.769,0.15,0.11,0.51,0.026,0,0,0.002,0.02,0.03,0.03,0,0.021,0.0052,0.244333333,0.695166667,161
79,1131N22800,1LL006341000,324,449,45.5,AB/A,ZF4H6100,1194,11424,264,70,0.23,1070,838,12,3.771,5.833,0.15,0.13,0.52,0.04,0.001,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0064,0.25,0.707,232
80,1131N32900,1LL006341100,345,458,40.5,AB/A,ZF4H6100,1192,11608,264,70,0.272,1052,831,12,3.771,5.833,0.15,0.13,0.52,0.04,0.001,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0064,0.25,0.707,221
81,1131N32900,1LL006341200,343,459,38,AB/A,ZF4H6100,1192,11608,264,70,0.272,1052,831,12,3.771,5.833,0.15,0.13,0.52,0.04,0.001,0,0.002,0.02,0.03,0.04,0.01,0.015,0.0064,0.25,0.707,221
82,1131N51800,1LL006341500,341,447,45.5,AB/A,ZF4H6100,1180,0,264,75,0.215,1061,872,12,3.52,6.25,0.16,0.12,0.51,0.031,0.002,0,0.003,0.01,0.03,0.03,0,0.02,0.0053,0.253666667,0.7055,189
83,1131N51800,1LL006341800,342,456,36,AB/A,ZF4H6100,1180,0,264,75,0.215,1061,872,12,3.52,6.25,0.16,0.12,0.51,0.031,0.002,0,0.003,0.01,0.03,0.03,0,0.02,0.0053,0.253666667,0.7055,189
84,1131P17600,1LL006342100,369,458,35.5,AB/A,ZF4H6100,1211,12662,264,69.99,0.247,1061,814,10.7,3.772,6.541,0.15,0.16,0.51,0.04,0,0,0.002,0.01,0.03,0.03,0,0.016,0.0068,0.243666667,0.696833333,247
85,1131P24200,1LL006342200,351,452,37.5,AB/A,ZF4H6100,1222,12861,264,70,0.291,1059,837,12.2,3.771,5.738,0.15,0.16,0.51,0.04,0,0,0.002,0.01,0.03,0.03,0,0.016,0.0068,0.243666667,0.696833333,222
86,1131P28400,1LL006342300,378,462,31.5,AB/A,ZF4H6100,1188,12445,264,70,0.25,1013,799,13.2,3.771,5.303,0.15,0.16,0.51,0.04,0,0,0.002,0.01,0.03,0.03,0,0.016,0.0068,0.243666667,0.696833333,214
87,1131P33400,1LL006342500,347,454,33,AB/A,YY000000,1180,12097,264,70,0.218,1016,807,13.7,3.771,5.109,0.16,0.11,0.52,0.03,0.002,0,0.002,0.01,0.03,0.04,0.01,0.026,0.003,0.259333333,0.716333333,209
88,1131P33400,1LL006342600,346,463,33,AB/A,YY000000,1180,12097,264,70,0.218,1016,807,13.7,3.771,5.109,0.16,0.11,0.52,0.03,0.002,0,0.002,0.01,0.03,0.04,0.01,0.026,0.003,0.259333333,0.716333333,209
89,1131P40200,1LL006342700,330,449,36.5,AB/A,ZF4H6100,1184,12285,264,70,0.275,996,845,15.1,3.771,4.636,0.16,0.11,0.52,0.03,0.002,0,0.002,0.01,0.03,0.04,0.01,0.026,0.003,0.259333333,0.716333333,151
90,1126K51300,1LL006343100,412,492,31.5,AB/A,ZF4H6100,1199,11551,264,69.99,0.272,994,816,14.2,3.772,4.929,0.17,0.15,0.56,0.026,0.001,0,0.002,0.02,0.03,0.04,0.01,0.016,0.0067,0.276666667,0.767666667,178
91,1126K51300,1LL006343200,428,490,28.5,AB/A,ZF4H6100,1199,11551,264,69.99,0.272,994,816,14.2,3.772,4.929,0.17,0.15,0.56,0.026,0.001,0,0.002,0.02,0.03,0.04,0.01,0.016,0.0067,0.276666667,0.767666667,178
92,1126K64300,1LL006343300,366,469,29,AB/A,ZF4H6100,1192,13247,264,70,0.23,987,813,14.7,3.771,4.762,0.17,0.15,0.56,0.026,0.001,0,0.002,0.02,0.03,0.04,0.01,0.016,0.0067,0.276666667,0.767666667,174
93,1127N45200,1LL006668000,379,474,36,AB/A,ZF4H6100,1190,12096,260,94.99,0.219,905,834,30.3,2.737,3.135,0.14,0.22,0.95,0.035,0.01,0.001,0.003,0.02,0.03,0.03,0.01,0.011,0.0038,0.309866667,1.1296,71
94,1125P46200,1LL006668200,395,478,32.5,AB/A,ZF4H6100,1171,13697,264,70,0.3,910,793,17.2,3.771,4.07,0.12,0.14,0.84,0.033,0.001,0,0.002,0.02,0.03,0.04,0,0.016,0.0035,0.271333333,0.996666667,117
95,1131M50400,1LL007272700,308,436,33,AB/A,ZF4H6100,1180,15496,264,69.99,0.257,984,831,18.7,3.772,3.743,0.16,0.11,0.52,0.029,0.001,0,0.002,0.02,0.03,0.04,0,0.014,0.004,0.258,0.715666667,153
96,1131M58300,1LL007272800,345,448,36.5,AB/A,ZF4H6100,1194,12186,264,80,0.235,898,808,24.2,3.3,3.306,0.16,0.11,0.52,0.029,0.001,0,0.002,0.02,0.03,0.04,0,0.014,0.004,0.258,0.715666667,90
97,1131M44400,1LL007272900,346,452,41.5,AB/A,ZF4H6100,1199,11251,264,75,0.265,1036,831,13,3.52,5.769,0.16,0.11,0.52,0.029,0.001,0,0.002,0.02,0.03,0.04,0,0.014,0.004,0.258,0.715666667,205
98,1131N81300,1LL008325200,362,475,34,AB/A,ZF4H6100,1174,16304,302,85,0.253,966,876,22.2,3.553,3.829,0.16,0.19,0.95,0.055,0.013,0.002,0.016,0.02,0.03,0.05,0.01,0.014,0.0039,0.334066667,1.1497,90
99,1131N81300,1LL008325300,372,472,29.5,AB/A,ZF4H6100,1174,16304,302,85,0.253,966,876,22.2,3.553,3.829,0.16,0.19,0.95,0.055,0.013,0.002,0.016,0.02,0.03,0.05,0.01,0.014,0.0039,0.334066667,1.1497,90
100,1131P59A00,1LL008593900,368,473,29.5,AB/A,ZF4H6100,1209,13281,264,79.99,0.22,1066,820,10,3.3,7.999,0.16,0.13,0.54,0.036,0.002,0,0.002,0.02,0.03,0.03,0.01,0.019,0.0068,0.261333333,0.7365,246
101,1131P59A00,1LL008594100,368,468,31,AB/A,ZF4H6100,1209,13281,264,79.99,0.22,1066,820,10,3.3,7.999,0.16,0.13,0.54,0.036,0.002,0,0.002,0.02,0.03,0.03,0.01,0.019,0.0068,0.261333333,0.7365,246
102,1131P71200,1LL008594300,387,475,34,AB/A,ZF4H6100,1207,12782,264,70,0.279,966,808,11.5,3.771,6.087,0.16,0.12,0.53,0.032,0.002,0,0.002,0.02,0.04,0.04,0,0.022,0.0031,0.260333333,0.736,158
103,1131P72200,1LL008594400,353,461,36.5,AB/A,ZF4H6100,1207,12975,264,75,0.258,985,828,11.5,3.52,6.522,0.16,0.12,0.53,0.032,0.002,0,0.002,0.02,0.04,0.04,0,0.022,0.0031,0.260333333,0.736,157
104,1131P75A00,1LL008595000,331,452,47.5,AB/A,ZF4H6100,1162,10811,264,75,0.246,1055,807,10,3.52,7.5,0.15,0.11,0.53,0.035,0.002,0,0.002,0.02,0.03,0.05,0.01,0.024,0.0028,0.253666667,0.716833333,248
105,1131P85100,1LL008595500,374,487,32,AB/A,ZF4H6100,1207,12946,264,65,0.281,1013,843,11,4.062,5.909,0.16,0.13,0.52,0.036,0.002,0,0.002,0.02,0.03,0.04,0,0.014,0.0025,0.258,0.716333333,170
106,1131P90400,1LL008595600,350,458,35,AB/A,ZF4H6100,1206,15302,264,70,0.2,1098,845,12.2,3.771,5.738,0.16,0.13,0.52,0.036,0.002,0,0.002,0.02,0.03,0.04,0,0.014,0.0025,0.258,0.716333333,253
107,1131P90400,1LL008595700,346,454,36.5,AB/A,ZF4H6100,1206,15302,264,70,0.2,1098,845,12.2,3.771,5.738,0.16,0.13,0.52,0.036,0.002,0,0.002,0.02,0.03,0.04,0,0.014,0.0025,0.258,0.716333333,253
