,材料,试批号,实验屈服值,实验抗拉值,实验伸长率,牌号,钢种,出炉温度,加热时间,板坯厚度,中间坯厚度,粗轧压下率,精轧开轧温度,终轧温度,成品厚度,粗轧压缩比,精轧压缩比,C,Si,Mn,AlT,Nb,V,Ti,Ni,Cu,Cr,Mo,P,S,Ceq,Pcm,温度差
3101,1702M11500,1LL058206500,333,462,34,CCS A,ZF4H6100,1149.5,12930,264,79.99,0.238,873,814,19.41,3.3,3.2,0.17,0.13,0.53,0.035,0.002,0,0.003,0.02,0.03,0.05,0.02,0.019,0.0042,0.275666667,0.738166667,59
3102,1702K51420,1LL058210200,298,406,40.5,CCS A,EF4G7300,1232,14050,264,69.99,0.273,1013,827,13.2,3.772,5.302,0.09,0.18,0.82,0.036,0.001,0,0.005,0.01,0.02,0.06,0.01,0.012,0.0023,0.242666667,0.939666667,186
3103,1702K52400,1LL058210500,318,422,30,CCS A,EF4G7300,1231,14044,264,69.99,0.273,1010,821,13.7,3.772,5.109,0.09,0.18,0.82,0.036,0.001,0,0.005,0.01,0.02,0.06,0.01,0.012,0.0023,0.242666667,0.939666667,189
3104,1702K90220,1LL058230300,300,420,40.5,CCS A,EF4F6400,1195,13192,264,64.99,0.271,1018,822,16.2,4.062,4.012,0.11,0.17,0.82,0.04,0,0,0.006,0.02,0.04,0.04,0,0.011,0.0025,0.258666667,0.977666667,196
3105,1702K57420,1LL058462400,292,410,41.5,CCS A,EF4G7300,1167,12567,264,70,0.292,979,816,18.2,3.771,3.846,0.09,0.19,0.8,0.038,0,0,0.002,0.01,0.02,0.07,0,0.013,0.0025,0.239333333,0.919833333,163
3106,1627P58600,1LL058795900,318,453,41.5,CCS A,ZF4H7100,1205,12245,264,60,0.317,991,826,16.7,4.4,3.593,0.13,0.14,0.66,0.035,0.002,0.001,0.002,0.02,0.03,0.04,0,0.019,0.0087,0.251533333,0.826766667,165
3107,1705S15300,1LL059383800,314,430,36,CCS A,ZF4H6100,1191,13455,264,70,0.275,948,841,20.2,3.771,3.465,0.15,0.09,0.53,0.03,0.002,0,0.002,0.02,0.04,0.12,0.02,0.015,0.006,0.270333333,0.730333333,107
3108,1705S27300,1LL059389500,320,438,29,CCS A,ZF4H6100,1179,13477,264,70,0.266,991,832,20.2,3.771,3.465,0.15,0.11,0.52,0.04,0.002,0,0.002,0.02,0.03,0.04,0.01,0.018,0.0085,0.25,0.706333333,159
3109,1706K79300,1LL059391400,328,441,36.5,CCS A,ZF4H6100,1171,12435,264,70,0.26,983,826,14.2,3.771,4.93,0.15,0.09,0.52,0.041,0,0,0.001,0.02,0.06,0.04,0.01,0.009,0.0084,0.252,0.735666667,157
3110,1708K21400,1LL059392500,310,441,43,CCS A,ZF4H6100,1184,11872,264,70,0.264,1055,835,12.2,3.771,5.738,0.16,0.11,0.54,0.03,0.001,0,0.001,0.02,0.05,0.05,0.01,0.016,0.0042,0.266666667,0.756833333,220
3111,1708K55300,1LL059393300,312,456,42,CCS A,YY000000,1200,11537,264,70,0.249,1081,849,12.2,3.771,5.738,0.17,0.12,0.54,0.034,0.001,0,0.001,0.02,0.03,0.07,0.01,0.031,0.0066,0.279333333,0.748166667,232
3112,1709K19400,1LL059394500,395,494,30,CCS A,YY000000,1205,11902,264,60,0.248,1059,828,11,4.4,5.455,0.19,0.1,0.53,0.029,0.001,0,0.001,0.02,0.04,0.04,0.01,0.015,0.0061,0.292333333,0.766,231
3113,1704N27430,1LL059399000,295,433,44,CCS A,ZF4H6100,1186,13343,264,70,0.26,1023,821,12,3.771,5.833,0.15,0.12,0.53,0.04,0.002,0,0.003,0.02,0.03,0.03,0.01,0.014,0.0036,0.249666667,0.716166667,202
3114,1702K58620,1LL059505900,299,413,44,CCS A,EF4G7300,1231,13935,264,65,0.273,978,828,20.2,4.062,3.218,0.09,0.19,0.8,0.038,0,0,0.002,0.01,0.02,0.07,0,0.013,0.0025,0.239333333,0.919833333,150
3115,1707L65300,1LL059751200,340,465,32.5,CCS A,ZF4H6100,1208,12718,222,80,0.252,895,835,30.3,2.775,2.64,0.15,0.08,0.58,0.033,0.002,0,0.001,0.02,0.03,0.04,0.01,0.015,0.0043,0.26,0.765333333,60
3116,1707L84400,1LL059751300,323,441,34,CCS A,ZF4H6100,1204,11971,222,65,0.298,936,833,18,3.415,3.611,0.15,0.08,0.58,0.033,0.002,0,0.001,0.02,0.03,0.04,0.01,0.015,0.0043,0.26,0.765333333,103
3117,1707N35400,1LL059753100,346,472,44.5,CCS A,ZF4H6100,1222,12617,222,60,0.275,993,833,12.2,3.7,4.918,0.17,0.11,0.53,0.039,0.001,0,0.002,0.02,0.04,0.05,0.01,0.017,0.0094,0.274333333,0.746833333,160
3118,1721P84600,1LL059753200,308,440,43,CCS A,ZF4H6100,1206,12347,222,70,0.34,1014,821,10.2,3.171,6.863,0.17,0.11,0.53,0.039,0.001,0,0.002,0.02,0.04,0.05,0.01,0.017,0.0094,0.274333333,0.746833333,193
3119,1710L98600,1LL059754500,329,461,47,CCS A,ZF4H6100,1217,14267,222,70,0.224,1049,814,9.2,3.171,7.609,0.17,0.12,0.55,0.026,0.002,0,0.002,0.02,0.03,0.05,0.01,0.01,0.0025,0.277,0.757166667,235
3120,1707N43300,1LL059856200,337,447,36.5,CCS A,ZF4H6100,1149.5,12225,223,75,0.243,1090,831,9.39,2.96,8.333,0.16,0.09,0.53,0.035,0.002,0,0.001,0.02,0.04,0.05,0.01,0.014,0.0051,0.264333333,0.736166667,259
3121,1707Q56400,1LL059858300,389,456,29,CCS A,YY000000,1210,12509,222,69.99,0.253,1017,782,9.2,3.172,7.608,0.12,0.15,0.64,0.03,0.003,0,0.005,0.02,0.03,0.04,0.01,0.008,0.001,0.24,0.797666667,235
3122,1707R75400,1LL059911200,365,471,41,CCS A,ZF4H6100,1179,12025,264,70,0.264,1038,798,11.2,3.771,6.25,0.18,0.11,0.55,0.026,0.001,0,0.002,0.02,0.05,0.04,0,0.016,0.0055,0.284333333,0.785666667,240
3123,1707Q19500,1LL059999200,355,493,36,CCS A,YY000000,1206,12469,222,65,0.313,976,839,14.2,3.415,4.577,0.18,0.16,0.56,0.03,0.002,0,0.002,0.02,0.04,0.05,0.01,0.016,0.0012,0.289333333,0.7885,137
3124,1707Q29400,1LL059999300,355,502,36,CCS A,ZF4H6100,1213,14281,222,70,0.295,1017,846,10.2,3.171,6.863,0.18,0.16,0.56,0.03,0.002,0,0.002,0.02,0.04,0.05,0.01,0.016,0.0012,0.289333333,0.7885,171
3125,1712N49400,1LL060056700,308,430,37,CCS A,ZF4H6100,1177,12370,260,69.99,0.278,978,835,22.2,3.715,3.153,0.15,0.09,0.52,0.041,0,0,0.001,0.02,0.06,0.04,0.01,0.009,0.0084,0.252,0.735666667,143
3126,1707N43400,1LL060071900,326,439,37.5,CCS A,ZF4H6100,1149.5,12225,223,75,0.243,1090,831,9.39,2.96,8.333,0.16,0.09,0.53,0.035,0.002,0,0.001,0.02,0.04,0.05,0.01,0.014,0.0051,0.264333333,0.736166667,259
3127,1709K29500,1LL060072100,292,427,41,CCS A,ZF4H6100,1203,12381,264,60,0.302,1058,841,11,4.4,5.455,0.15,0.1,0.53,0.037,0.001,0,0.002,0.02,0.04,0.04,0.01,0.017,0.0026,0.252333333,0.726,217
3128,1709K58500,1LL060072700,297,436,42,CCS A,ZF4H6100,1185,12095,264,60,0.3,1012,834,14,4.4,4.286,0.15,0.1,0.53,0.026,0.001,0,0.003,0.02,0.04,0.04,0.01,0.017,0.0016,0.252333333,0.726,178
3129,1709K80300,1LL060073000,315,440,32,CCS A,ZF4H6100,1200,12048,264,60,0.316,977,812,20,4.4,3,0.16,0.14,0.55,0.027,0.001,0,0.005,0.02,0.04,0.09,0.01,0.02,0.0028,0.275666667,0.759833333,165
3130,1709K80300,1LL060073100,347,449,33,CCS A,ZF4H6100,1200,12048,264,60,0.316,977,812,20,4.4,3,0.16,0.14,0.55,0.027,0.001,0,0.005,0.02,0.04,0.09,0.01,0.02,0.0028,0.275666667,0.759833333,165
3131,1708R42300,1LL060073700,365,469,36,CCS A,ZF4H7100,1187,12337,264,79.99,0.259,901,821,25,3.3,3.2,0.13,0.13,0.67,0.044,0.002,0.002,0.004,0.02,0.04,0.06,0.01,0.015,0.0235,0.260066667,0.8482,80
3132,1707P57220,1LL060114600,284,426,37.5,CCS A,ZF4H6100,1149.5,16026,222,80,0.16,842,782,13.39,2.775,2.64,0.16,0.12,0.52,0.033,0.001,0,0.001,0.03,0.04,0.04,0.01,0.012,0.0031,0.261333333,0.726666667,60
3133,1707R59300,1LL060118300,328,453,26,CCS A,ZF4H6100,1149.5,13291,222,84.99,0.192,1118,834,7.45,2.612,10.365,0.15,0.23,0.63,0.026,0.002,0,0.002,0.02,0.04,0.02,0,0.01,0.0015,0.263,0.828666667,284
3134,1707R59420,1LL060118400,314,461,36,CCS A,ZF4H6100,1149.5,13291,222,84.99,0.192,1118,834,7.45,2.612,10.365,0.15,0.23,0.63,0.026,0.002,0,0.002,0.02,0.04,0.02,0,0.01,0.0015,0.263,0.828666667,284
3135,1708K64500,1LL060123400,250,447,38.5,CCS A,YY000000,1201,11373,264,70,0.27,1077,842,12.2,3.771,5.738,0.17,0.12,0.54,0.034,0.001,0,0.001,0.02,0.03,0.07,0.01,0.031,0.0066,0.279333333,0.748166667,235
3136,1723Q30400,1LL060171600,308,440,46.5,CCS A,ZF4H6100,1247,12521,181,69.99,0.188,1126,845,7,2.586,9.999,0.18,0.13,0.55,0.029,0.001,0,0.006,0.02,0.03,0.03,0,0.009,0.0067,0.281,0.765833333,281
3137,1723Q19300,1LL060172400,316,440,36,CCS A,ZF4H6100,1238,13006,181,69.99,0.187,1111,855,7,2.586,9.999,0.16,0.13,0.55,0.033,0.003,0,0.003,0.01,0.03,0.03,0.01,0.013,0.0055,0.262333333,0.7465,256
3138,1709K85A00,1LL060435900,373,466,36.5,CCS A,ZF4H6100,1189,12086,264,70,0.269,1018,796,12,3.771,5.833,0.16,0.1,0.53,0.023,0.001,0,0.002,0.02,0.05,0.09,0.01,0.022,0.004,0.273,0.7485,222
3139,1709K92800,1LL060436000,364,472,38.5,CCS A,ZF4H6100,1200,12175,264,70,0.27,1025,814,12,3.771,5.833,0.16,0.1,0.53,0.023,0.001,0,0.002,0.02,0.05,0.09,0.01,0.022,0.004,0.273,0.7485,211
3140,1709K96800,1LL060436100,299,432,41.5,CCS A,ZF4H6100,1196,16053,264,70,0.262,1092,841,12.2,3.771,5.738,0.16,0.1,0.53,0.023,0.001,0,0.002,0.02,0.05,0.09,0.01,0.022,0.004,0.273,0.7485,251
3141,1709L02A00,1LL060436300,301,431,42.5,CCS A,ZF4H6100,1171,11826,264,80,0.233,1026,821,12.2,3.3,6.557,0.16,0.1,0.52,0.026,0,0,0.002,0.02,0.03,0.08,0.01,0.021,0.0046,0.268,0.718,205
3142,1709L09A00,1LL060436400,292,433,42,CCS A,ZF4H6100,1178,11832,264,80,0.234,1014,824,12.2,3.3,6.557,0.16,0.1,0.52,0.026,0,0,0.002,0.02,0.03,0.08,0.01,0.021,0.0046,0.268,0.718,190
3143,1709L15A00,1LL060469000,301,429,35.5,CCS A,ZF4H6100,1198,12907,264,70,0.269,1034,797,12,3.771,5.833,0.16,0.1,0.52,0.032,0.002,0,0.002,0.02,0.04,0.08,0.01,0.017,0.0068,0.268666667,0.728,237
3144,1709L17A00,1LL060469100,317,436,37,CCS A,ZF4H6100,1171,11671,264,79.99,0.232,1031,830,12.2,3.3,6.557,0.16,0.1,0.52,0.032,0.002,0,0.002,0.02,0.04,0.08,0.01,0.017,0.0068,0.268666667,0.728,201
3145,1709L23400,1LL060469200,300,431,44,CCS A,ZF4H6100,1176,11727,264,59.99,0.309,1016,848,12.2,4.401,4.917,0.16,0.1,0.52,0.032,0.002,0,0.002,0.02,0.04,0.08,0.01,0.017,0.0068,0.268666667,0.728,168
3146,1709L29400,1LL060469300,307,436,39.5,CCS A,ZF4H6100,1180,11787,264,60,0.303,1010,838,12.2,4.4,4.918,0.15,0.11,0.53,0.032,0.001,0,0.004,0.02,0.04,0.05,0.01,0.014,0.0073,0.254333333,0.726833333,172
3147,1709L36800,1LL060469400,323,440,38.5,CCS A,ZF4H6100,1180,11667,264,78,0.245,1043,829,12.2,3.385,6.393,0.15,0.11,0.53,0.032,0.001,0,0.004,0.02,0.04,0.05,0.01,0.014,0.0073,0.254333333,0.726833333,214
3148,1709L47800,1LL060469500,314,427,44,CCS A,ZF4H6100,1205,13274,264,65,0.303,1065,813,12,4.062,5.417,0.15,0.11,0.53,0.032,0.001,0,0.004,0.02,0.04,0.05,0.01,0.014,0.0073,0.254333333,0.726833333,252
3149,1709L58400,1LL060469900,324,446,37,CCS A,ZF4H6100,1184,11660,264,60,0.36,992,838,15.1,4.4,3.974,0.16,0.12,0.53,0.039,0.001,0,0.004,0.02,0.03,0.06,0.01,0.014,0.0027,0.265666667,0.727666667,154
3150,1709L58400,1LL060470000,318,451,39.5,CCS A,ZF4H6100,1184,11660,264,60,0.36,992,838,15.1,4.4,3.974,0.16,0.12,0.53,0.039,0.001,0,0.004,0.02,0.03,0.06,0.01,0.014,0.0027,0.265666667,0.727666667,154
3151,1709L62A00,1LL060470400,311,433,35.5,CCS A,ZF4H6100,1182,11823,264,59.99,0.337,993,836,15.1,4.401,3.973,0.15,0.11,0.51,0.033,0.001,0,0.002,0.02,0.03,0.07,0.01,0.021,0.0037,0.254333333,0.697833333,157
3152,1709L65500,1LL060470500,318,434,37,CCS A,ZF4H6100,1172,11789,264,60,0.288,984,842,17.2,4.4,3.488,0.15,0.11,0.51,0.033,0.001,0,0.002,0.02,0.03,0.07,0.01,0.021,0.0037,0.254333333,0.697833333,142
3153,1709L67500,1LL060470600,370,464,25,CCS A,ZF4H6100,1193,13838,264,65,0.328,945,792,20.2,4.062,3.218,0.15,0.11,0.51,0.033,0.001,0,0.002,0.02,0.03,0.07,0.01,0.021,0.0037,0.254333333,0.697833333,153
3154,1709L68200,1LL060470800,347,473,30.5,CCS A,EF4R5200,1177,12570,264,99.99,0.258,925,851,34.3,2.64,2.915,0.16,0.21,1.1,0.032,0.002,0.001,0.004,0.02,0.03,0.05,0,0.016,0.0025,0.356866667,1.2996,74
3155,1708Q21300,1LL060679600,320,420,40,CCS A,EF4G7300,1228,11982,150,70,0.201,1035,827,9.2,2.143,7.609,0.09,0.19,0.8,0.038,0,0,0.002,0.01,0.02,0.07,0,0.013,0.0025,0.239333333,0.919833333,208
3156,1708Q21420,1LL060679700,302,410,46,CCS A,EF4G7300,1228,11982,150,70,0.201,1035,827,9.2,2.143,7.609,0.09,0.19,0.8,0.038,0,0,0.002,0.01,0.02,0.07,0,0.013,0.0025,0.239333333,0.919833333,208
3157,1708Q21520,1LL060679900,307,415,43,CCS A,EF4G7300,1228,11982,150,70,0.201,1035,827,9.2,2.143,7.609,0.09,0.19,0.8,0.038,0,0,0.002,0.01,0.02,0.07,0,0.013,0.0025,0.239333333,0.919833333,208
3158,1709L76800,1LL060680900,375,462,33.5,CCS A,ZF4H6100,1149.5,11927,264,60,0.3,1012,834,12.39,4.4,4.286,0.16,0.14,0.55,0.027,0.001,0,0.005,0.02,0.04,0.09,0.01,0.02,0.0028,0.275666667,0.759833333,178
3159,1702K40100,1LL060701900,385,468,34,CCS A,ED4F7110,1217,13964,264,75,0.242,902,800,20.2,3.52,3.713,0.13,0.23,0.83,0.034,0.001,0.001,0.014,0.01,0.03,0.12,0.09,0.011,0.0021,0.3132,1.009766667,102
3160,1709N91600,1LL060730900,347,458,36,CCS A,ZF4H6100,1201,12475,264,69.99,0.266,1019,821,12,3.772,5.833,0.15,0.11,0.52,0.033,0.004,0.002,0.002,0.04,0.05,0.07,0.01,0.018,0.0043,0.259066667,0.728033333,198
3161,1709N87400,1LL060734200,348,454,29.5,CCS A,ZF4H6100,1205,14299,264,65,0.308,979,840,15.1,4.062,4.305,0.15,0.1,0.53,0.037,0.001,0,0.002,0.02,0.04,0.04,0.01,0.017,0.0026,0.252333333,0.726,139
3162,1709N66300,1LL060735900,306,440,30.5,CCS A,ZF4H6100,1178,11733,264,64.99,0.302,983,839,20.2,4.062,3.217,0.16,0.1,0.52,0.032,0.002,0,0.002,0.02,0.04,0.08,0.01,0.017,0.0068,0.268666667,0.728,144
3163,1713N88400,1LL060736000,331,467,38.5,CCS A,ZF4H6100,1185,11778,260,69.99,0.284,948,841,15.1,3.715,4.635,0.15,0.11,0.51,0.033,0.001,0,0.002,0.02,0.03,0.07,0.01,0.021,0.0037,0.254333333,0.697833333,107
3164,1709L76940,1LL060754400,302,437,44,CCS A,ZF4H6100,1149.5,11927,264,60,0.3,1012,834,12.39,4.4,4.286,0.16,0.14,0.55,0.027,0.001,0,0.005,0.02,0.04,0.09,0.01,0.02,0.0028,0.275666667,0.759833333,178
3165,1625P05400,1LL060758400,329,455,38,CCS A,ZF4H6100,1219,12306,264,65,0.238,1056,825,12.7,4.062,5.118,0.16,0.11,0.51,0.035,0.001,0,0.002,0.02,0.04,0.04,0.01,0.011,0.0021,0.259,0.716333333,231
3166,1711L17500,1LL060959500,335,453,34.5,CCS A,ZF4H6100,1227,12618,264,60,0.3,1064,846,11.2,4.4,5.357,0.15,0.1,0.54,0.03,0.002,0,0.002,0.02,0.04,0.05,0.01,0.025,0.0031,0.256,0.7365,218
3167,1711L20400,1LL060959600,357,469,38.5,CCS A,ZF4H6100,1219,12830,264,60,0.298,1046,841,11.2,4.4,5.357,0.15,0.1,0.54,0.03,0.002,0,0.002,0.02,0.04,0.05,0.01,0.025,0.0031,0.256,0.7365,205
3168,1711L30500,1LL060960100,351,448,31,CCS A,ZF4H6100,1220,13608,264,59.99,0.304,1075,848,11.2,4.401,5.356,0.15,0.09,0.56,0.039,0.003,0,0.002,0.02,0.05,0.05,0.01,0.014,0.005,0.26,0.766166667,227
3169,1711L30500,1LL060960200,331,444,35.5,CCS A,ZF4H6100,1220,13608,264,59.99,0.304,1075,848,11.2,4.401,5.356,0.15,0.09,0.56,0.039,0.003,0,0.002,0.02,0.05,0.05,0.01,0.014,0.005,0.26,0.766166667,227
3170,1711L37500,1LL060960300,337,453,34,CCS A,ZF4H6100,1215,13754,264,60,0.291,1047,841,11.2,4.4,5.357,0.15,0.09,0.56,0.039,0.003,0,0.002,0.02,0.05,0.05,0.01,0.014,0.005,0.26,0.766166667,206
3171,1711L53A00,1LL060960800,339,458,41,CCS A,ZF4H6100,1187,12738,264,70,0.252,1037,816,12.2,3.771,5.738,0.16,0.1,0.55,0.033,0.002,0,0.002,0.02,0.03,0.05,0.01,0.016,0.0052,0.267,0.7465,221
3172,1711L59C00,1LL060960900,330,449,37.5,CCS A,ZF4H6100,1209,12817,264,70,0.242,1009,828,12.2,3.771,5.738,0.16,0.1,0.55,0.033,0.002,0,0.002,0.02,0.03,0.05,0.01,0.016,0.0052,0.267,0.7465,181
3173,1711L63600,1LL060961200,367,474,29.5,CCS A,ZF4H6100,1203,12915,264,70,0.273,1041,816,12.2,3.771,5.738,0.15,0.12,0.51,0.023,0.001,0,0.002,0.02,0.04,0.04,0.01,0.013,0.0026,0.249,0.706666667,225
3174,1711L77500,1LL060961300,324,463,43,CCS A,ZF4H6100,1206,12033,264,69.99,0.257,1009,839,12.2,3.772,5.737,0.15,0.12,0.51,0.023,0.001,0,0.002,0.02,0.04,0.04,0.01,0.013,0.0026,0.249,0.706666667,170
3175,1711L79C00,1LL060961400,345,466,37,CCS A,ZF4H6100,1184,12733,264,69.99,0.243,1032,810,12.2,3.772,5.737,0.15,0.12,0.51,0.023,0.001,0,0.002,0.02,0.04,0.04,0.01,0.013,0.0026,0.249,0.706666667,222
3176,1711L82500,1LL060961700,319,455,40.5,CCS A,ZF4H6100,1217,11942,264,60,0.333,1078,850,12,4.4,5,0.15,0.12,0.52,0.042,0.001,0,0.002,0.02,0.04,0.03,0,0.015,0.0022,0.246666667,0.7155,228
3177,1711L89400,1LL060961800,322,450,39,CCS A,ZF4H6100,1192,11934,264,70,0.279,998,815,12.2,3.771,5.738,0.15,0.12,0.52,0.042,0.001,0,0.002,0.02,0.04,0.03,0,0.015,0.0022,0.246666667,0.7155,183
3178,1711L90400,1LL060961900,291,434,39,CCS A,ZF4H6100,1198,12586,264,70,0.279,995,794,12,3.771,5.833,0.15,0.12,0.52,0.042,0.001,0,0.002,0.02,0.04,0.03,0,0.015,0.0022,0.246666667,0.7155,201
3179,1711L92800,1LL060962000,340,456,36,CCS A,ZF4H6100,1191,12708,264,75,0.257,1044,834,12.2,3.52,6.148,0.16,0.12,0.54,0.027,0.002,0,0.005,0.02,0.03,0.04,0.01,0.017,0.0013,0.263333333,0.736666667,210
3180,1711L95800,1LL060962100,308,431,43,CCS A,ZF4H6100,1166,12654,264,75,0.26,1045,841,12.2,3.52,6.148,0.16,0.12,0.54,0.027,0.002,0,0.005,0.02,0.03,0.04,0.01,0.017,0.0013,0.263333333,0.736666667,204
3181,1711L99300,1LL060962200,375,465,30,CCS A,ZF4H6100,1191,12566,264,69.99,0.254,990,803,12.2,3.772,5.737,0.16,0.12,0.54,0.027,0.002,0,0.005,0.02,0.03,0.04,0.01,0.017,0.0013,0.263333333,0.736666667,187
3182,1712N61600,1LL060964300,300,435,38,CCS A,ZF4H7100,1197,15509,264,62,0.297,1005,847,15.1,4.258,4.106,0.15,0.12,0.62,0.028,0.002,0.001,0.002,0.02,0.04,0.1,0.01,0.017,0.004,0.279533333,0.819766667,158
3183,1710L76300,1LL060967000,339,454,37.5,CCS A,EF4R5100,1183,14712,264,69.99,0.329,968,842,20,3.772,3.5,0.16,0.17,0.92,0.038,0.012,0,0.016,0.02,0.05,0.04,0,0.017,0.0048,0.326,1.137666667,126
3184,1711M11600,1LL061103300,336,443,39,CCS A,ZF4H6100,1189,12348,264,70,0.311,1039,817,15.1,3.771,4.636,0.16,0.11,0.51,0.044,0.001,0,0.002,0.02,0.04,0.04,0.01,0.011,0.008,0.259,0.716333333,222
3185,1711M18500,1LL061103400,354,461,33,CCS A,ZF4H6100,1201,12871,264,64.99,0.291,1026,822,12.2,4.062,5.327,0.16,0.11,0.51,0.044,0.001,0,0.002,0.02,0.04,0.04,0.01,0.011,0.008,0.259,0.716333333,204
3186,1711M24800,1LL061103500,298,420,40,CCS A,ZF4H6100,1215,13251,264,64.99,0.255,1069,847,12.2,4.062,5.327,0.16,0.11,0.51,0.044,0.001,0,0.002,0.02,0.04,0.04,0.01,0.011,0.008,0.259,0.716333333,222
3187,1711M31300,1LL061104000,326,451,39.5,CCS A,ZF4H6100,1200,12849,264,59.99,0.342,1019,838,18.2,4.401,3.296,0.16,0.13,0.53,0.026,0.001,0,0.002,0.02,0.04,0.05,0.01,0.013,0.0013,0.264333333,0.7375,181
3188,1625P05800,1LL061241400,318,443,37.5,CCS A,ZF4H6100,1219,12306,264,65,0.238,1056,825,12.7,4.062,5.118,0.16,0.11,0.51,0.035,0.001,0,0.002,0.02,0.04,0.04,0.01,0.011,0.0021,0.259,0.716333333,231
3189,1628S11400,1LL061248100,294,438,41,CCS A,ZF4H6100,1205,16112,264,75,0.246,1014,815,12,3.52,6.25,0.16,0.12,0.53,0.028,0.002,0,0.004,0.02,0.04,0.02,0.01,0.013,0.0194,0.258333333,0.735666667,199
3190,1712M38400,1LL061292400,346,447,38.5,CCS A,ZF4H6100,1174,13179,264,65,0.289,996,818,18.2,4.062,3.571,0.16,0.14,0.52,0.042,0,0,0.006,0.02,0.05,0.03,0.01,0.015,0.002,0.259333333,0.736833333,178
3191,1712P83500,1LL061346700,345,460,37,CCS A,ZF4H6100,1204,12173,264,65,0.299,1020,829,14.2,4.062,4.577,0.15,0.11,0.52,0.04,0,0,0.002,0.02,0.03,0.03,0.01,0.014,0.003,0.248,0.705833333,191
3192,1713M31500,1LL061348000,335,448,34,CCS A,ZF4H6100,1197,13895,264,65,0.304,971,824,14.2,4.062,4.577,0.16,0.1,0.54,0.043,0.001,0,0.002,0.02,0.03,0.05,0.01,0.017,0.0045,0.265333333,0.7365,147
3193,1713Q32500,1LL061348700,361,473,38.5,CCS A,ZF4H6100,1208,11476,264,59.99,0.319,1033,822,13.2,4.401,4.545,0.17,0.15,0.53,0.035,0.001,0,0.002,0.02,0.03,0.04,0.01,0.017,0.003,0.271666667,0.737666667,211
3194,1713Q40300,1LL061349400,309,439,40,CCS A,ZF4H6100,1221,11449,264,60,0.325,1044,844,13.7,4.4,4.38,0.17,0.12,0.51,0.044,0,0,0.001,0.01,0.02,0.02,0,0.01,0.0157,0.261,0.705,200
3195,1713Q80500,1LL061350000,366,471,36.5,CCS A,ZF4H6100,1226,11674,264,60,0.343,1072,830,12.2,4.4,4.918,0.16,0.09,0.54,0.04,0.001,0,0.001,0.02,0.03,0.04,0,0.019,0.0114,0.261333333,0.735,242
3196,1713L23500,1LL061350600,371,470,29,CCS A,ZF4H6100,1197,11259,264,59.99,0.301,1022,823,12.2,4.401,4.917,0.15,0.1,0.55,0.028,0.001,0,0.002,0.02,0.04,0.04,0.01,0.014,0.0046,0.255666667,0.746,199
3197,1713L39600,1LL061351200,362,471,34,CCS A,ZF4H6100,1216,11338,264,59.99,0.296,1043,837,12.2,4.401,4.917,0.15,0.17,0.53,0.038,0.002,0,0.002,0.02,0.04,0.04,0.01,0.013,0.0037,0.252333333,0.728333333,206
3198,1713L54400,1LL061351900,347,463,38.5,CCS A,ZF4H6100,1206,14528,264,64.99,0.287,1034,843,12.7,4.062,5.117,0.15,0.18,0.54,0.034,0.001,0,0.003,0.02,0.04,0.03,0.01,0.015,0.0025,0.252,0.738166667,191
3199,1713L73400,1LL061352500,304,427,34,CCS A,ZF4H6100,1217,15214,264,64.99,0.283,1053,843,11.2,4.062,5.803,0.16,0.09,0.53,0.038,0.001,0,0.001,0.02,0.03,0.04,0.01,0.013,0.0099,0.261666667,0.725666667,210
3200,1713L85400,1LL061353200,344,446,36,CCS A,ZF4H6100,1204,15457,264,65,0.286,1046,834,11.2,4.062,5.804,0.15,0.11,0.53,0.033,0.001,0,0.003,0.02,0.04,0.06,0.02,0.015,0.0028,0.258333333,0.728,212
3201,1713L92500,1LL061354300,310,441,39,CCS A,ZF4H6100,1204,15140,264,65,0.286,1039,834,11.2,4.062,5.804,0.15,0.09,0.54,0.031,0.001,0,0.002,0.02,0.04,0.03,0.01,0.014,0.0029,0.252,0.735166667,205
3202,1707L64120,1LL061446800,360,472,30.5,CCS A,EF4R5100,1202,12028,222,80,0.16,842,782,30.3,2.775,2.64,0.16,0.18,0.93,0.032,0.011,0,0.015,0.02,0.04,0.05,0.01,0.014,0.0053,0.331,1.139166667,60
3203,1711P10320,1LL061449600,297,438,42,CCS A,ZF4H6100,1149.5,0,263,69.99,0.257,1009,839,15.39,3.772,5.737,0.16,0.11,0.51,0.044,0.001,0,0.002,0.02,0.04,0.04,0.01,0.011,0.008,0.259,0.716333333,170
3204,1711M19500,1LL061449800,312,440,38.5,CCS A,ZF4H6100,1199,12834,264,65,0.283,1034,807,12.2,4.062,5.328,0.16,0.11,0.51,0.044,0.001,0,0.002,0.02,0.04,0.04,0.01,0.011,0.008,0.259,0.716333333,227
3205,1713Q45600,1LL061997200,313,436,37.5,CCS A,ZF4H6100,1224,11344,264,75,0.252,1055,828,12.2,3.52,6.148,0.15,0.1,0.53,0.035,0.001,0,0.001,0.02,0.03,0.05,0.01,0.023,0.0107,0.253666667,0.7165,227
3206,1713Q47300,1LL061997300,330,446,34.5,CCS A,ZF4H6100,1209,11473,264,75,0.257,1050,844,12.7,3.52,5.906,0.15,0.1,0.53,0.035,0.001,0,0.001,0.02,0.03,0.05,0.01,0.023,0.0107,0.253666667,0.7165,206
